Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck
Nuray;53;Mitte;Ausbildung;0;Großstadt;10.0
Radmila;28;Mitte;ohne;0;Großstadt;9.5
Hinrich;41;Mitte;Ausbildung;0;Großstadt;8.0
Reinhardt;47;Links;Diplom;3;Kleinstadt;8.5
Leonie;74;Mitte;Ausbildung;0;Großstadt;7.5
Franka;46;Mitte;ohne;1;Großstadt;6.0
Andrei;79;Mitte;Ausbildung;1;Kleinstadt;7.5
Frithjof;58;Rechts;Ausbildung;0;Großstadt;11.0
Magret;33;Links;Fachschulabschluss;2;Großstadt;7.5
Heidelore;73;Mitte;Diplom;0;Ländlich;9.5
Wolf-Rüdiger;29;Mitte;ohne;0;Großstadt;7.5
Herlinde;37;Links;Ausbildung;0;Großstadt;7.5
Käthi;43;Rechts;Ausbildung;0;Großstadt;7.0
Annamaria;59;Mitte;Ausbildung;1;Vorort;6.5
Pasquale;47;Links;Diplom;0;Großstadt;10.5
Katja;40;Mitte;Diplom;0;Großstadt;6.5
Dietlinde;43;Mitte;Ausbildung;2;Großstadt;5.0
Niklas;34;Links;ohne;1;Großstadt;8.5
Niels;52;Mitte;Ausbildung;0;Großstadt;8.0
Astrid;49;Mitte;Ausbildung;0;Großstadt;9.5
Wally;47;Mitte;Diplom;1;Großstadt;7.5
Inka;38;Mitte;Ausbildung;2;Großstadt;7.0
Damian;77;Rechts;Ausbildung;0;Kleinstadt;8.5
Valeria;32;Mitte;Ausbildung;0;Großstadt;6.5
Stefania;34;Mitte;Diplom;0;Großstadt;8.0
Gilda;79;Links;Ausbildung;0;Kleinstadt;10.0
Nicolai;20;Rechts;Master;2;Kleinstadt;7.5
Hans-Herbert;68;Mitte;Ausbildung;0;Großstadt;9.0
Albertine;45;Rechts;ohne;1;Vorort;8.5
Jens;57;Rechts;Ausbildung;2;Ländlich;7.0
Helma;69;Links;Ausbildung;2;Großstadt;7.5
Kläre;35;Mitte;Ausbildung;3;Großstadt;4.5
Yilmaz;59;Mitte;Diplom;0;Kleinstadt;7.0
Irmengard;40;Mitte;Promotion;0;Großstadt;8.0
Lukas;70;Mitte;ohne;2;Kleinstadt;11.5
Janet;64;Mitte;Ausbildung;2;Ländlich;7.5
Emmy;48;Mitte;Ausbildung;3;Großstadt;5.5
Lena;40;Mitte;Ausbildung;0;Großstadt;6.0
Ernestine;28;Mitte;Bachelor;0;Kleinstadt;8.0
Mercedes;46;Mitte;Ausbildung;0;Ländlich;9.5
Ilhan;36;Mitte;Ausbildung;2;Kleinstadt;8.5
Vlado;36;Mitte;ohne;0;Kleinstadt;8.5
Donald;42;Rechts;Ausbildung;2;Großstadt;7.5
Almut;70;Mitte;ohne;2;Kleinstadt;10.0
Krystyna;29;Mitte;Master;0;Kleinstadt;9.0
Claus;59;Mitte;Diplom;1;Großstadt;7.5
Antonie;34;Mitte;ohne;0;Ländlich;11.5
Hedi;67;Mitte;Diplom;0;Vorort;9.0
Andrey;66;Mitte;ohne;0;Kleinstadt;5.0
Zofia;58;Mitte;Fachschulabschluss;0;Kleinstadt;9.0
Sandy;47;Rechts;Ausbildung;0;Großstadt;8.5
Giovanni;42;Mitte;Diplom;0;Kleinstadt;8.0
Marie-Luise;77;Mitte;Fachschulabschluss;0;Großstadt;9.5
Gernot;55;Mitte;ohne;1;Kleinstadt;10.0
Dorit;50;Mitte;Ausbildung;0;Kleinstadt;9.0
Toni;42;Links;Ausbildung;1;Ländlich;9.0
Mara;63;Mitte;ohne;0;Ländlich;8.5
Milan;52;Mitte;Ausbildung;2;Kleinstadt;6.0
Manfred;37;Links;Fachschulabschluss;0;Großstadt;6.5
Dorothea;22;Links;ohne;1;Großstadt;8.0
Janina;34;Mitte;Diplom;0;Ländlich;9.0
Luise;76;Mitte;Bachelor;1;Kleinstadt;11.0
Ivan;43;Rechts;Ausbildung;1;Großstadt;8.0
Wolf-Rüdiger;29;Mitte;ohne;0;Großstadt;8.5
Oda;53;Links;Fachschulabschluss;1;Großstadt;7.0
Daniele;75;Mitte;Ausbildung;0;Großstadt;7.5
Krista;37;Mitte;Ausbildung;1;Großstadt;6.0
Engin;35;Rechts;Ausbildung;0;Großstadt;7.0
Wibke;48;Rechts;Ausbildung;0;Kleinstadt;7.5
Jaqueline;33;Mitte;Diplom;2;Großstadt;10.0
Jasmina;30;Mitte;Ausbildung;0;Großstadt;9.5
Massimo;53;Links;ohne;0;Großstadt;5.5
Delia;24;Mitte;Ausbildung;1;Großstadt;4.5
Sören;41;Links;Ausbildung;0;Ländlich;9.5
Matthias;21;Mitte;Ausbildung;0;Großstadt;8.5
Nadja;38;Links;ohne;1;Ländlich;7.5
Maike;25;Mitte;Ausbildung;0;Großstadt;5.0
Carla;50;Mitte;Ausbildung;1;Kleinstadt;6.5
Ulrike;47;Mitte;ohne;0;Kleinstadt;8.5
Gitta;79;Links;Ausbildung;3;Großstadt;6.5
Hülya;74;Mitte;Ausbildung;0;Großstadt;7.0
Thomas;45;Mitte;Ausbildung;0;Großstadt;11.0
Burkard;55;Mitte;ohne;1;Kleinstadt;8.0
Matteo;64;Mitte;ohne;2;Großstadt;5.0
Wolf;48;Mitte;Fachschulabschluss;2;Ländlich;8.5
Alexandra;50;Mitte;Ausbildung;1;Kleinstadt;5.0
Fanny;70;Mitte;ohne;0;Kleinstadt;9.0
Jorge;20;Mitte;ohne;2;Großstadt;8.0
Erdal;22;Mitte;Master;0;Großstadt;8.5
Vito;23;Mitte;ohne;0;Großstadt;8.5
Carlos;46;Mitte;Ausbildung;1;Vorort;10.0
Yilmaz;26;Mitte;Ausbildung;1;Großstadt;6.5
Dolores;54;Mitte;Ausbildung;1;Großstadt;8.0
Hartmut;35;Mitte;Diplom;0;Großstadt;4.5
Marietta;37;Mitte;ohne;0;Großstadt;7.0
Aynur;33;Mitte;Diplom;0;Großstadt;7.0
Jozef;58;Mitte;Fachschulabschluss;0;Großstadt;7.5
Remo;57;Rechts;Ausbildung;1;Kleinstadt;10.0
Francisco;57;Mitte;Ausbildung;0;Kleinstadt;7.0
Bodo;67;Mitte;Ausbildung;1;Ländlich;12.0
Denny;61;Mitte;Diplom;0;Großstadt;8.0
Luzie;56;Links;Ausbildung;0;Kleinstadt;8.0
Nevenka;70;Mitte;Ausbildung;0;Großstadt;9.5
Ortrud;67;Mitte;Ausbildung;1;Großstadt;9.0
Athanasios;69;Mitte;Ausbildung;0;Ländlich;9.5
Julie;61;Mitte;ohne;0;Vorort;8.0
Peer;32;Mitte;Ausbildung;1;Ländlich;10.0
Susi;54;Links;Diplom;0;Großstadt;9.5
Thoralf;77;Mitte;Ausbildung;2;Kleinstadt;6.5
Cristina;65;Mitte;ohne;3;Kleinstadt;8.0
Claas;57;Links;Ausbildung;0;Großstadt;10.5
Hans-Adolf;21;Mitte;Master;1;Großstadt;7.5
Denny;69;Mitte;Ausbildung;0;Großstadt;6.5
Werner;79;Mitte;ohne;0;Großstadt;8.0
Paul;59;Mitte;ohne;1;Großstadt;9.0
Heinfried;49;Mitte;Ausbildung;1;Großstadt;7.5
Dominik;24;Rechts;Ausbildung;0;Kleinstadt;11.0
Juliane;57;Mitte;Ausbildung;1;Kleinstadt;8.0
Miroslav;45;Mitte;Diplom;0;Kleinstadt;9.5
Mahmoud;57;Mitte;Ausbildung;0;Großstadt;8.0
Sven;42;Links;Ausbildung;0;Ländlich;8.5
Serge;29;Links;Ausbildung;2;Großstadt;7.0
Irmhild;43;Links;Diplom;3;Großstadt;7.0
Viola;58;Mitte;Ausbildung;0;Großstadt;6.5
Christine;57;Mitte;Diplom;0;Ländlich;8.5
Juan;63;Mitte;Ausbildung;0;Großstadt;10.0
Leokadia;58;Mitte;Ausbildung;0;Ländlich;10.5
Inga;76;Rechts;Ausbildung;0;Kleinstadt;7.5
Fritz;78;Rechts;Fachschulabschluss;0;Großstadt;8.5
Traute;34;Mitte;Ausbildung;0;Ländlich;9.0
Hermann;62;Mitte;Ausbildung;0;Großstadt;10.5
Heinz-Josef;53;Mitte;Ausbildung;1;Ländlich;9.0
Ottilie;45;Mitte;Diplom;0;Großstadt;8.0
Nico;76;Mitte;Fachschulabschluss;0;Kleinstadt;9.0
Else;43;Rechts;Diplom;1;Großstadt;7.5
Gretchen;61;Links;Ausbildung;2;Großstadt;6.0
Mirjam;76;Rechts;Ausbildung;0;Kleinstadt;7.5
Zoran;39;Mitte;ohne;0;Kleinstadt;10.0
Stanislav;78;Mitte;Promotion;0;Großstadt;9.0
Jurij;44;Links;Diplom;2;Großstadt;9.0
Dana;47;Mitte;Ausbildung;1;Kleinstadt;7.0
Hakan;71;Mitte;Ausbildung;1;Großstadt;5.5
Heidelinde;29;Links;ohne;0;Ländlich;10.5
Gitte;20;Mitte;Master;1;Kleinstadt;8.5
Karl-Heinz;66;Links;Ausbildung;0;Großstadt;9.5
Greta;34;Mitte;Ausbildung;0;Großstadt;9.0
Jonas;69;Links;Fachschulabschluss;0;Großstadt;7.5
Wolfram;22;Mitte;Ausbildung;1;Ländlich;8.0
Ira;49;Mitte;Ausbildung;0;Kleinstadt;10.0
Ivanka;37;Mitte;Ausbildung;0;Ländlich;10.0
Sigmar;29;Mitte;Fachschulabschluss;1;Großstadt;7.0
Sabine;50;Mitte;Ausbildung;0;Großstadt;9.5
Heiderose;57;Mitte;Bachelor;0;Ländlich;11.5
Amalia;54;Mitte;ohne;0;Ländlich;8.5
Desiree;52;Rechts;Fachschulabschluss;0;Kleinstadt;9.0
Mandy;53;Mitte;Diplom;0;Großstadt;7.0
Diane;35;Rechts;ohne;0;Kleinstadt;10.0
Murat;77;Mitte;Ausbildung;1;Ländlich;9.0
Ingetraud;75;Mitte;ohne;0;Großstadt;8.0
Maya;75;Mitte;Diplom;0;Großstadt;8.0
Juliane;38;Links;Bachelor;2;Großstadt;7.5
Fritz;27;Mitte;Diplom;1;Großstadt;9.5
Stanislav;52;Mitte;Fachschulabschluss;0;Großstadt;7.0
Fadime;20;Links;ohne;1;Ländlich;8.5
Michael;45;Rechts;Ausbildung;0;Kleinstadt;6.5
Hinrich;31;Mitte;Diplom;0;Ländlich;7.0
Karl-August;28;Mitte;Ausbildung;1;Großstadt;9.5
Ingmar;45;Mitte;Ausbildung;0;Großstadt;6.5
Sigrid;28;Mitte;Bachelor;1;Großstadt;8.0
Korinna;66;Links;Ausbildung;1;Kleinstadt;6.5
Edit;50;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Carolin;27;Mitte;Diplom;1;Ländlich;10.5
Friedrich-Wilhelm;38;Rechts;Ausbildung;0;Vorort;10.0
Ludwina;52;Rechts;ohne;0;Großstadt;8.0
Louise;65;Mitte;ohne;1;Großstadt;6.5
Traudl;37;Mitte;ohne;0;Großstadt;9.5
Helmtrud;29;Rechts;Ausbildung;2;Kleinstadt;7.0
Urszula;71;Mitte;ohne;3;Kleinstadt;7.0
Lieschen;56;Mitte;ohne;1;Großstadt;7.5
Marius;69;Mitte;Ausbildung;2;Großstadt;7.5
Tatiana;48;Mitte;Ausbildung;0;Großstadt;8.5
Johann;69;Mitte;Diplom;0;Großstadt;6.5
Arzu;48;Mitte;Ausbildung;1;Kleinstadt;8.0
Kriemhild;50;Mitte;Ausbildung;0;Kleinstadt;10.0
Jens;28;Mitte;Ausbildung;2;Großstadt;7.0
Pawel;53;Links;Ausbildung;3;Ländlich;5.5
Annegrete;41;Rechts;Diplom;0;Großstadt;8.0
Gero;43;Mitte;Ausbildung;0;Großstadt;7.5
Markus;43;Mitte;ohne;0;Großstadt;8.5
Hans-Dietrich;28;Links;Bachelor;3;Großstadt;6.5
Sükrü;67;Mitte;Ausbildung;1;Ländlich;11.0
Fatih;35;Rechts;Ausbildung;0;Kleinstadt;6.0
Hansjörg;51;Links;Diplom;1;Großstadt;6.5
Fabienne;26;Links;Ausbildung;0;Großstadt;7.5
Cornelia;46;Mitte;Ausbildung;1;Ländlich;8.0
Kornelia;57;Mitte;ohne;3;Vorort;7.0
Walburga;42;Rechts;Ausbildung;0;Kleinstadt;9.0
Malte;51;Mitte;Fachschulabschluss;1;Großstadt;8.5
Heinz-Gerd;42;Links;Ausbildung;1;Großstadt;8.0
Roderich;40;Mitte;Diplom;0;Ländlich;10.0
Irma;45;Mitte;Ausbildung;0;Ländlich;8.5
Petar;22;Mitte;ohne;0;Kleinstadt;9.0
Margitta;45;Mitte;Ausbildung;0;Kleinstadt;9.5
Karlheinz;28;Mitte;Ausbildung;0;Großstadt;8.5
Walfried;29;Mitte;Ausbildung;0;Kleinstadt;9.0
Lea;22;Mitte;ohne;0;Großstadt;7.0
Danielle;48;Mitte;Ausbildung;0;Ländlich;12.0
Hans-Eberhard;32;Links;Promotion;3;Großstadt;5.5
Gertraut;70;Mitte;ohne;0;Großstadt;7.5
Louis;26;Links;Diplom;0;Ländlich;8.5
Anselm;54;Mitte;Ausbildung;0;Ländlich;9.5
Woldemar;55;Mitte;Diplom;2;Großstadt;9.5
Hans-Wolfgang;24;Mitte;Fachschulabschluss;0;Großstadt;6.0
Cecilia;47;Mitte;Ausbildung;1;Großstadt;8.0
Pascal;58;Mitte;Ausbildung;0;Großstadt;9.0
Hans Georg;42;Mitte;Fachschulabschluss;1;Ländlich;10.0
Folkert;72;Mitte;ohne;0;Großstadt;9.5
Franca;24;Mitte;Ausbildung;1;Ländlich;8.0
Steve;26;Rechts;Bachelor;0;Großstadt;7.0
Waltraut;33;Mitte;Diplom;1;Großstadt;7.0
Ines;67;Mitte;Promotion;0;Großstadt;8.0
Esther;25;Links;Ausbildung;0;Großstadt;8.0
Dimitrios;36;Mitte;ohne;0;Kleinstadt;10.0
Delia;72;Mitte;Ausbildung;2;Ländlich;8.5
Doreen;68;Links;Diplom;0;Großstadt;8.0
Klaudia;45;Mitte;Ausbildung;1;Großstadt;7.0
Leonhard;49;Mitte;ohne;0;Großstadt;8.0
Luigi;34;Links;Ausbildung;0;Kleinstadt;8.0
Mona;20;Mitte;ohne;0;Großstadt;8.0
Filiz;72;Links;Ausbildung;2;Großstadt;9.5
Semra;38;Mitte;ohne;0;Großstadt;10.5
Franz-Xaver;39;Mitte;Ausbildung;0;Vorort;9.0
Birgid;29;Mitte;Bachelor;0;Großstadt;8.5
Silvia;21;Mitte;ohne;1;Kleinstadt;7.0
Gerolf;24;Links;Fachschulabschluss;1;Großstadt;7.5
Reinhold;58;Mitte;Fachschulabschluss;2;Ländlich;9.0
Stilla;36;Mitte;Ausbildung;1;Ländlich;9.0
Pietro;36;Mitte;Diplom;0;Großstadt;6.5
Milena;58;Mitte;Diplom;1;Großstadt;9.5
Milan;42;Mitte;Fachschulabschluss;0;Großstadt;7.5
Halina;26;Mitte;Ausbildung;0;Großstadt;7.0
Elma;43;Links;Ausbildung;1;Großstadt;8.0
Rena;30;Mitte;Ausbildung;0;Kleinstadt;8.0
Karolina;70;Rechts;Ausbildung;0;Großstadt;8.0
Raissa;21;Mitte;Ausbildung;0;Großstadt;6.5
Helene;27;Rechts;ohne;0;Großstadt;7.0
Frauke;52;Mitte;Ausbildung;1;Kleinstadt;8.5
Ian;78;Mitte;Diplom;0;Ländlich;7.5
Adele;57;Mitte;Ausbildung;1;Großstadt;10.0
Jacqueline;27;Links;Ausbildung;0;Ländlich;10.5
Christine;55;Mitte;ohne;0;Großstadt;9.0
Svea;79;Mitte;Ausbildung;1;Kleinstadt;8.5
Agnieszka;77;Mitte;Diplom;1;Großstadt;7.5
Dursun;63;Rechts;Ausbildung;0;Großstadt;8.5
Raimund;35;Mitte;Ausbildung;2;Ländlich;9.0
Stanislaus;60;Mitte;Bachelor;0;Großstadt;8.5
Valeri;77;Mitte;Diplom;0;Vorort;10.0
Karl-Werner;46;Mitte;Ausbildung;0;Kleinstadt;7.5
Franziska;72;Mitte;Ausbildung;3;Ländlich;8.0
Harro;42;Links;Ausbildung;0;Großstadt;7.5
Raymund;55;Mitte;ohne;0;Großstadt;6.5
Florentine;40;Links;Fachschulabschluss;0;Kleinstadt;9.5
Elsa;61;Mitte;Diplom;2;Großstadt;7.0
Oscar;28;Mitte;Fachschulabschluss;0;Ländlich;6.5
Pero;55;Mitte;ohne;0;Großstadt;7.0
Heinz-Dieter;36;Mitte;Ausbildung;0;Großstadt;9.0
Jonas;68;Mitte;Fachschulabschluss;2;Großstadt;5.0
Elise;64;Links;Ausbildung;0;Großstadt;7.5
Hans-Georg;38;Mitte;ohne;0;Großstadt;6.5
Victoria;67;Mitte;ohne;1;Kleinstadt;7.5
Thorsten;51;Mitte;Ausbildung;0;Großstadt;8.5
Wieslaw;70;Rechts;ohne;2;Ländlich;8.0
Holm;33;Links;Ausbildung;0;Großstadt;8.0
Elvira;79;Mitte;ohne;1;Großstadt;9.0
Andreas;70;Mitte;ohne;0;Ländlich;11.0
Leszek;49;Mitte;Ausbildung;0;Großstadt;10.5
Frederic;73;Rechts;Ausbildung;0;Großstadt;8.0
Elif;43;Mitte;Ausbildung;0;Großstadt;6.5
Stella;46;Mitte;ohne;2;Kleinstadt;7.0
Pierre;78;Mitte;ohne;1;Vorort;7.5
Ali;40;Mitte;Ausbildung;2;Kleinstadt;7.0
Astrid;74;Rechts;ohne;0;Ländlich;9.5
Evamaria;44;Mitte;Diplom;0;Großstadt;6.5
Igor;74;Rechts;Diplom;0;Großstadt;6.0
Ladislaus;79;Rechts;ohne;0;Großstadt;6.0
Metin;79;Mitte;ohne;0;Kleinstadt;11.0
Christa;75;Links;Ausbildung;0;Vorort;11.0
Harm;57;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Valentin;33;Mitte;Ausbildung;0;Großstadt;7.0
Jolanda;23;Mitte;Bachelor;2;Ländlich;8.5
Marietta;69;Mitte;Fachschulabschluss;1;Großstadt;7.0
Gerta;57;Mitte;Fachschulabschluss;0;Kleinstadt;7.0
Marcel;47;Links;Ausbildung;2;Kleinstadt;7.5
Hans-Rainer;76;Mitte;Fachschulabschluss;0;Großstadt;7.5
Marlen;56;Mitte;Fachschulabschluss;0;Großstadt;6.0
Janine;40;Mitte;Ausbildung;0;Großstadt;8.0
Liesel;73;Links;ohne;1;Großstadt;6.5
Hartmuth;54;Mitte;Diplom;0;Großstadt;6.5
Abraham;57;Links;Ausbildung;1;Kleinstadt;7.5
Tamara;64;Mitte;Ausbildung;0;Kleinstadt;8.5
Heinz-Josef;34;Rechts;Fachschulabschluss;0;Ländlich;10.0
Gönül;31;Links;Diplom;0;Großstadt;7.0
Jost;22;Mitte;Fachschulabschluss;0;Großstadt;9.5
Bodo;35;Mitte;Bachelor;0;Kleinstadt;7.0
Mariele;23;Links;Ausbildung;1;Großstadt;6.5
Justina;78;Links;Ausbildung;1;Großstadt;9.5
Raisa;25;Mitte;Ausbildung;0;Ländlich;10.5
Miroslav;20;Rechts;Ausbildung;0;Ländlich;9.0
Hans-Adolf;42;Mitte;Ausbildung;1;Großstadt;6.0
Trudel;25;Mitte;Master;1;Großstadt;10.5
Friedhelm;50;Mitte;ohne;1;Großstadt;7.0
Rüdiger;54;Mitte;ohne;0;Großstadt;7.5
Janine;61;Mitte;Ausbildung;0;Großstadt;6.5
Fedor;78;Mitte;Fachschulabschluss;0;Großstadt;11.5
Mia;32;Mitte;Diplom;1;Großstadt;7.0
Adelheid;30;Rechts;ohne;0;Großstadt;7.5
Delia;43;Mitte;Ausbildung;1;Kleinstadt;7.5
Karl-Jürgen;42;Mitte;ohne;2;Großstadt;7.0
Jeannette;65;Mitte;Ausbildung;1;Kleinstadt;8.0
Deborah;34;Rechts;Diplom;0;Großstadt;6.0
Holm;44;Mitte;Diplom;1;Kleinstadt;9.0
Heini;46;Mitte;Bachelor;0;Kleinstadt;10.0
Brunhild;46;Links;Diplom;0;Kleinstadt;6.0
Andrew;46;Mitte;Ausbildung;0;Großstadt;7.5
Holger;28;Links;Fachschulabschluss;0;Ländlich;9.5
Hansjörg;31;Mitte;Ausbildung;2;Großstadt;7.0
Karsten;39;Rechts;Diplom;0;Kleinstadt;7.5
Roswita;52;Mitte;Ausbildung;0;Ländlich;8.5
Justus;76;Links;ohne;0;Kleinstadt;7.5
Paulina;53;Links;Diplom;0;Großstadt;7.5
Gerald;49;Rechts;Ausbildung;2;Kleinstadt;9.0
Reiner;23;Mitte;Fachschulabschluss;2;Großstadt;5.5
Janko;54;Mitte;Ausbildung;2;Großstadt;8.5
Halil;24;Mitte;Fachschulabschluss;0;Ländlich;11.0
Leonie;66;Mitte;Ausbildung;2;Großstadt;7.0
Heidelore;41;Mitte;Ausbildung;0;Großstadt;8.0
Alexander;78;Mitte;Ausbildung;0;Großstadt;8.5
Janko;65;Mitte;Bachelor;1;Großstadt;6.5
Beata;47;Links;Ausbildung;0;Kleinstadt;6.0
Steffi;30;Links;Ausbildung;1;Großstadt;8.0
Angelique;36;Links;Bachelor;0;Ländlich;8.0
Imelda;40;Mitte;Ausbildung;0;Großstadt;7.5
Nadia;63;Mitte;Diplom;1;Großstadt;6.5
Meinrad;73;Mitte;ohne;0;Vorort;8.5
Damaris;38;Mitte;Diplom;1;Großstadt;7.0
Simon;45;Mitte;ohne;0;Großstadt;7.5
Evamaria;54;Mitte;Fachschulabschluss;2;Großstadt;8.0
Harald;43;Mitte;Ausbildung;0;Großstadt;7.0
Emma;56;Mitte;Ausbildung;0;Vorort;10.5
Maurizio;35;Mitte;ohne;2;Ländlich;10.5
Therese;22;Mitte;Ausbildung;1;Großstadt;7.5
Iris;56;Rechts;Fachschulabschluss;0;Vorort;10.5
Leander;72;Mitte;Fachschulabschluss;0;Ländlich;11.0
Eileen;77;Mitte;Ausbildung;0;Kleinstadt;8.0
Immo;32;Mitte;Ausbildung;3;Kleinstadt;4.5
Stephanie;29;Mitte;Ausbildung;0;Großstadt;8.5
Heinz-Joachim;67;Links;Ausbildung;0;Kleinstadt;11.5
Annerose;46;Mitte;Ausbildung;0;Vorort;9.5
Alexej;66;Mitte;ohne;2;Ländlich;9.0
Wibke;69;Rechts;Ausbildung;0;Großstadt;9.5
Filippo;75;Links;Ausbildung;0;Kleinstadt;9.0
Gertrude;26;Mitte;Ausbildung;0;Großstadt;7.5
Vassilios;47;Links;Ausbildung;2;Großstadt;7.0
Corina;46;Mitte;ohne;0;Großstadt;7.5
Dragan;56;Mitte;ohne;2;Kleinstadt;9.0
Jana;53;Links;ohne;0;Ländlich;7.0
Christin;41;Mitte;ohne;2;Großstadt;5.0
Birgid;44;Mitte;Ausbildung;0;Großstadt;10.0
Bozena;41;Mitte;Ausbildung;1;Kleinstadt;7.5
Evelyne;58;Mitte;Ausbildung;1;Großstadt;8.0
Cosimo;49;Mitte;Ausbildung;1;Ländlich;8.5
Wolf-Dieter;50;Mitte;Fachschulabschluss;0;Großstadt;8.5
Pascal;50;Rechts;Fachschulabschluss;0;Großstadt;7.5
John;75;Mitte;Fachschulabschluss;0;Kleinstadt;9.5
Florian;78;Mitte;Ausbildung;0;Ländlich;11.0
Florian;64;Mitte;Ausbildung;1;Vorort;10.0
Sergej;64;Mitte;Fachschulabschluss;2;Großstadt;5.5
Adelinde;28;Mitte;Ausbildung;1;Großstadt;7.0
Karl;46;Mitte;ohne;0;Ländlich;9.0
Anton;55;Rechts;Ausbildung;0;Ländlich;11.5
William;55;Links;Ausbildung;3;Kleinstadt;7.0
Imke;68;Mitte;ohne;2;Kleinstadt;7.5
Bernard;53;Mitte;Diplom;0;Kleinstadt;8.0
Regine;45;Mitte;Ausbildung;0;Großstadt;8.5
Erkan;36;Mitte;Ausbildung;0;Kleinstadt;8.5
Polina;48;Mitte;Ausbildung;0;Kleinstadt;6.5
Süleyman;52;Mitte;Diplom;0;Ländlich;8.5
Doris;41;Rechts;Ausbildung;0;Kleinstadt;8.5
Sedat;69;Mitte;Fachschulabschluss;0;Kleinstadt;10.5
Silva;32;Mitte;Diplom;1;Großstadt;9.5
Cäcilia;71;Mitte;Ausbildung;0;Großstadt;9.0
Leon;48;Mitte;ohne;3;Großstadt;9.0
Jolanda;54;Mitte;Ausbildung;0;Großstadt;10.5
Etta;24;Mitte;Ausbildung;0;Großstadt;7.0
Friedl;67;Mitte;Fachschulabschluss;2;Großstadt;5.5
Elisabet;26;Mitte;Fachschulabschluss;1;Großstadt;7.0
Ingo;69;Mitte;ohne;1;Kleinstadt;8.0
Grzegorz;36;Rechts;ohne;1;Großstadt;6.5
Lili;48;Mitte;Fachschulabschluss;2;Großstadt;8.5
Tilly;66;Mitte;ohne;0;Großstadt;9.0
Danny;68;Mitte;Ausbildung;1;Kleinstadt;9.0
Anneke;45;Rechts;Fachschulabschluss;0;Ländlich;9.5
Pawel;63;Links;Diplom;1;Großstadt;7.0
Kasimir;67;Mitte;ohne;2;Kleinstadt;7.5
Arndt;44;Rechts;Diplom;0;Großstadt;7.0
Erdal;34;Mitte;Ausbildung;2;Großstadt;7.0
Pascal;70;Mitte;ohne;0;Ländlich;7.5
Cornelia;23;Mitte;ohne;1;Großstadt;7.0
Meinhard;42;Mitte;Diplom;0;Großstadt;7.5
Christine;20;Links;ohne;3;Vorort;8.5
Enrico;24;Mitte;Master;0;Großstadt;10.5
Ferdinand;50;Mitte;Ausbildung;0;Großstadt;9.5
Romy;42;Mitte;Fachschulabschluss;0;Großstadt;7.5
Nuri;20;Mitte;Diplom;0;Großstadt;8.0
Carla;60;Mitte;Ausbildung;1;Großstadt;7.0
Otmar;45;Mitte;Ausbildung;0;Vorort;10.5
Heinz-Georg;21;Mitte;Ausbildung;0;Großstadt;9.5
Mina;48;Rechts;Diplom;0;Ländlich;9.5
Hedy;56;Mitte;ohne;1;Ländlich;9.0
Falk;66;Rechts;Diplom;0;Großstadt;7.0
Hans-Karl;40;Mitte;Promotion;1;Großstadt;8.0
Ferdinand;28;Mitte;ohne;2;Kleinstadt;6.0
Henri;43;Links;Diplom;0;Ländlich;11.0
Walentina;74;Mitte;Diplom;0;Kleinstadt;11.0
Kreszenz;43;Rechts;Diplom;2;Ländlich;10.0
Bogdan;35;Rechts;ohne;0;Großstadt;7.0
Rolf-Dieter;46;Mitte;ohne;0;Vorort;9.0
Ditmar;58;Mitte;Ausbildung;1;Großstadt;6.5
Klaus-Günter;33;Mitte;Ausbildung;1;Großstadt;5.0
Elsa;49;Mitte;Promotion;0;Ländlich;10.5
Eleonore;50;Mitte;Ausbildung;0;Großstadt;9.0
Jens-Peter;65;Mitte;Ausbildung;0;Kleinstadt;6.0
Kirstin;43;Mitte;ohne;0;Großstadt;6.0
Sofie;65;Mitte;ohne;1;Ländlich;9.0
Ernst;75;Mitte;ohne;0;Ländlich;11.5
Zeljko;24;Rechts;Bachelor;0;Großstadt;5.5
Antonia;70;Links;Diplom;0;Großstadt;9.0
Benno;29;Mitte;Diplom;0;Kleinstadt;10.5
Kristiane;47;Links;Diplom;0;Ländlich;8.0
Cathleen;48;Links;Ausbildung;2;Großstadt;5.0
Sibylla;39;Mitte;ohne;1;Vorort;8.5
Nikola;57;Mitte;Ausbildung;2;Großstadt;7.5
Aleksandar;22;Mitte;ohne;0;Kleinstadt;9.0
Gabriela;36;Links;Ausbildung;1;Großstadt;7.5
Necati;38;Mitte;ohne;0;Ländlich;10.5
Angelo;43;Mitte;Diplom;0;Kleinstadt;7.0
Gert;77;Links;Ausbildung;0;Vorort;10.5
Leokadia;67;Mitte;ohne;2;Großstadt;7.5
Zehra;39;Mitte;Ausbildung;0;Vorort;10.5
Katalin;42;Links;Ausbildung;2;Großstadt;8.0
Pauline;56;Mitte;Ausbildung;2;Großstadt;8.5
Albina;33;Links;Ausbildung;1;Großstadt;8.5
Tomas;44;Mitte;Ausbildung;1;Großstadt;8.0
Zenta;70;Mitte;Diplom;0;Kleinstadt;8.0
Roderich;59;Mitte;Ausbildung;1;Ländlich;9.0
Anna-Lena;38;Mitte;Ausbildung;2;Großstadt;9.0
