Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck;Bewertung
Nada;48;Mitte;Fachschulabschluss;0;Kleinstadt;6.0;1084
Claas;44;Links;ohne;1;Vorort;9.0;613
Liliane;25;Rechts;Ausbildung;0;Großstadt;5.5;736
Anneke;33;Mitte;Ausbildung;0;Kleinstadt;9.5;1007
Valerij;29;Mitte;ohne;0;Großstadt;11.0;745
Reimund;60;Mitte;ohne;0;Kleinstadt;9.5;846
Phillip;26;Mitte;Bachelor;2;Großstadt;5.5;1013
Anne-Marie;55;Mitte;Diplom;1;Ländlich;10.0;1088
Sigmund;74;Mitte;Ausbildung;0;Kleinstadt;9.5;998
Jasmina;67;Mitte;Ausbildung;0;Kleinstadt;7.5;1024
Kreszenz;51;Links;Ausbildung;3;Großstadt;6.5;880
Käthe;34;Mitte;Ausbildung;1;Großstadt;8.0;1047
Lilija;57;Rechts;Ausbildung;0;Kleinstadt;9.0;894
Achim;38;Mitte;Ausbildung;2;Großstadt;7.5;1095
Johann;55;Mitte;Ausbildung;0;Großstadt;6.0;1015
Anita;74;Mitte;ohne;0;Großstadt;7.5;838
Leo;56;Mitte;Ausbildung;0;Großstadt;9.5;943
Recep;60;Mitte;Ausbildung;0;Großstadt;8.0;971
Gislinde;34;Mitte;Diplom;2;Großstadt;8.0;1177
Jane;42;Links;ohne;3;Großstadt;6.5;736
Murat;75;Mitte;Ausbildung;0;Großstadt;9.0;936
Eric;63;Mitte;Diplom;0;Kleinstadt;10.0;1067
Reinald;58;Links;Fachschulabschluss;0;Ländlich;11.0;612
Emmerich;75;Mitte;Ausbildung;0;Vorort;8.5;1024
Peggy;32;Links;ohne;0;Großstadt;6.0;602
Gabriele;40;Links;Ausbildung;1;Großstadt;7.5;942
Asta;79;Mitte;Ausbildung;2;Kleinstadt;6.5;1183
Paul;54;Mitte;ohne;2;Großstadt;7.5;949
Elif;31;Mitte;Diplom;1;Kleinstadt;8.5;1182
Ladislaus;30;Rechts;ohne;0;Großstadt;8.5;706
Fredo;23;Mitte;Ausbildung;0;Großstadt;8.0;766
Brigitte;21;Mitte;Fachschulabschluss;0;Großstadt;5.5;1063
Hans-Heinrich;74;Mitte;Ausbildung;1;Großstadt;7.0;1050
Karl-August;76;Mitte;Diplom;1;Kleinstadt;7.5;1205
Hinrich;30;Mitte;Master;1;Großstadt;6.5;944
Ralf;75;Mitte;ohne;0;Ländlich;9.5;797
Melanie;43;Mitte;ohne;1;Großstadt;6.0;944
Magnus;52;Mitte;Ausbildung;1;Vorort;9.5;1069
Franjo;70;Mitte;Ausbildung;0;Großstadt;9.5;944
Dina;29;Mitte;Ausbildung;3;Großstadt;5.5;1242
Attila;40;Mitte;Ausbildung;0;Kleinstadt;7.0;1030
Linda;72;Mitte;Ausbildung;0;Großstadt;7.5;985
Maren;35;Mitte;ohne;0;Großstadt;9.0;798
Hardy;50;Mitte;Ausbildung;0;Vorort;9.0;1005
Lidia;56;Mitte;Promotion;0;Großstadt;9.5;1054
Justus;46;Mitte;Ausbildung;1;Vorort;9.0;1077
Manuela;34;Mitte;Ausbildung;0;Großstadt;7.5;987
Hildburg;37;Mitte;Ausbildung;1;Kleinstadt;8.0;1102
Timm;72;Mitte;ohne;0;Kleinstadt;8.5;878
Magdalene;78;Mitte;Ausbildung;0;Großstadt;8.0;970
Hubert;44;Rechts;Diplom;0;Kleinstadt;7.5;1019
Aleksandr;25;Links;Ausbildung;3;Kleinstadt;6.5;1139
Hans-Herbert;47;Mitte;Ausbildung;1;Kleinstadt;10.5;1051
Franco;30;Mitte;Ausbildung;0;Kleinstadt;8.5;826
Erica;22;Mitte;ohne;1;Großstadt;5.5;973
Zenon;70;Mitte;ohne;0;Vorort;9.5;844
Abraham;35;Rechts;Ausbildung;0;Großstadt;7.5;875
Augusta;68;Mitte;Ausbildung;1;Großstadt;6.0;1087
Mira;74;Mitte;Fachschulabschluss;3;Kleinstadt;8.5;1218
Folker;44;Mitte;Fachschulabschluss;1;Kleinstadt;8.5;1116
Emmerich;74;Mitte;Ausbildung;2;Großstadt;7.0;1102
Muharrem;41;Links;Ausbildung;0;Großstadt;8.0;864
Juliane;68;Rechts;Ausbildung;0;Großstadt;7.5;864
Tilo;59;Mitte;Ausbildung;0;Kleinstadt;7.5;1043
Frederike;22;Mitte;Ausbildung;0;Großstadt;7.5;977
Nico;52;Mitte;Ausbildung;0;Kleinstadt;6.5;1066
Marie-Luise;62;Mitte;Diplom;2;Kleinstadt;8.0;1223
Maya;69;Mitte;Ausbildung;2;Großstadt;6.5;1132
Notburga;41;Mitte;Diplom;3;Großstadt;5.5;1321
Ivana;45;Rechts;ohne;0;Großstadt;9.0;683
Marica;57;Links;Ausbildung;0;Kleinstadt;7.5;917
Igor;30;Links;Ausbildung;2;Großstadt;6.0;618
Katherina;30;Mitte;ohne;0;Vorort;9.0;648
Ljiljana;44;Mitte;Ausbildung;0;Großstadt;6.5;1014
Ansgar;48;Mitte;Fachschulabschluss;2;Ländlich;9.0;1085
Frederic;56;Links;Bachelor;0;Großstadt;8.0;700
Adina;38;Mitte;Diplom;2;Großstadt;7.0;1175
Georgine;40;Mitte;ohne;0;Großstadt;8.5;816
Burkhardt;26;Rechts;Ausbildung;1;Großstadt;7.5;945
Ekkehart;44;Links;Fachschulabschluss;0;Großstadt;9.5;861
German;22;Rechts;Bachelor;0;Kleinstadt;6.5;804
Jaroslaw;40;Mitte;Diplom;1;Großstadt;6.5;1170
Josip;21;Mitte;ohne;1;Großstadt;7.5;892
Annamaria;34;Links;Ausbildung;1;Großstadt;8.0;937
Dagobert;67;Mitte;Diplom;1;Großstadt;6.0;1177
Ali;36;Mitte;Ausbildung;0;Vorort;10.0;983
Josefine;48;Links;Ausbildung;1;Kleinstadt;6.0;1031
Helfried;31;Mitte;Bachelor;0;Großstadt;8.5;1011
Pavel;71;Mitte;Ausbildung;0;Großstadt;6.0;1011
Burkhardt;23;Rechts;Bachelor;2;Vorort;7.5;1084
Katarzyna;78;Mitte;ohne;1;Großstadt;6.0;943
Margarethe;39;Mitte;Diplom;1;Großstadt;6.5;1173
Ludwina;77;Links;Ausbildung;0;Großstadt;7.0;873
Theo;44;Rechts;Ausbildung;1;Großstadt;8.0;932
Heinz-Otto;52;Links;Diplom;2;Großstadt;9.0;836
Astrid;31;Mitte;Ausbildung;2;Großstadt;7.0;1092
Urs;47;Mitte;Ausbildung;0;Kleinstadt;9.5;1002
Eckehard;43;Rechts;ohne;0;Großstadt;10.0;657
Harold;36;Mitte;ohne;0;Kleinstadt;8.0;866
Augusta;48;Links;Ausbildung;1;Großstadt;9.0;916
Ingeborg;22;Mitte;Ausbildung;0;Großstadt;6.5;803
Andre;57;Mitte;Ausbildung;0;Kleinstadt;9.0;999
Francesca;38;Mitte;Diplom;0;Großstadt;7.5;1070
Celal;43;Mitte;Ausbildung;0;Großstadt;7.0;981
Edeltrud;32;Mitte;ohne;0;Vorort;8.5;866
Tino;60;Rechts;Ausbildung;0;Großstadt;8.0;867
Eric;24;Links;Ausbildung;0;Großstadt;9.0;840
Irmgard;77;Mitte;Ausbildung;0;Vorort;10.5;980
Anton;56;Rechts;ohne;0;Großstadt;8.0;711
Minna;26;Mitte;Fachschulabschluss;1;Vorort;9.5;894
Mareile;60;Mitte;Ausbildung;0;Ländlich;9.0;955
Beata;61;Mitte;Diplom;0;Großstadt;6.5;1108
Burkhardt;78;Mitte;Ausbildung;1;Großstadt;7.5;1051
Heinz Dieter;38;Mitte;Ausbildung;0;Großstadt;9.5;951
Raissa;49;Rechts;Fachschulabschluss;2;Großstadt;8.0;1007
Anka;40;Mitte;Ausbildung;2;Kleinstadt;10.5;1106
Krista;37;Links;Bachelor;1;Kleinstadt;5.5;1106
Rouven;25;Mitte;ohne;2;Kleinstadt;8.5;993
Mirella;54;Mitte;ohne;0;Großstadt;8.5;828
Karla;62;Mitte;Diplom;0;Großstadt;8.0;1046
Bianka;78;Mitte;Fachschulabschluss;0;Großstadt;8.0;985
Lioba;38;Links;Fachschulabschluss;1;Großstadt;7.0;969
Folker;44;Links;Ausbildung;2;Großstadt;6.5;1023
Iwona;51;Mitte;Ausbildung;0;Kleinstadt;8.5;1030
Valerie;52;Links;Ausbildung;0;Großstadt;6.5;700
Karola;38;Links;Fachschulabschluss;2;Großstadt;5.5;1069
Denis;51;Mitte;Promotion;0;Ländlich;10.0;1029
Vittorio;59;Links;Ausbildung;3;Kleinstadt;8.0;1102
Bärbel;49;Links;Diplom;0;Großstadt;8.5;746
Annelies;34;Mitte;ohne;0;Großstadt;7.5;820
Jerzy;33;Links;Master;1;Kleinstadt;7.0;1063
Vlado;29;Mitte;Diplom;3;Großstadt;6.0;1291
Patricia;79;Mitte;Ausbildung;0;Großstadt;9.5;941
Svetlana;46;Mitte;Ausbildung;0;Großstadt;7.5;975
Irmengard;23;Mitte;ohne;2;Großstadt;8.5;930
Paulina;54;Rechts;Fachschulabschluss;1;Großstadt;10.0;911
Jane;37;Mitte;Bachelor;0;Ländlich;10.0;968
Niko;67;Links;Diplom;0;Großstadt;6.0;998
Karl-August;29;Mitte;Ausbildung;1;Großstadt;7.5;857
Theresia;67;Mitte;Diplom;1;Großstadt;6.0;1176
Marlen;30;Mitte;Diplom;1;Kleinstadt;8.5;989
Arno;75;Links;Ausbildung;3;Kleinstadt;6.5;1136
Daniela;74;Mitte;Ausbildung;0;Großstadt;6.0;1012
Katarina;20;Mitte;Ausbildung;0;Großstadt;9.0;952
Solveig;71;Mitte;Ausbildung;3;Großstadt;8.0;1148
Olivia;52;Rechts;Ausbildung;0;Kleinstadt;8.5;919
Kata;56;Rechts;Diplom;0;Großstadt;9.0;920
Andrea;34;Mitte;Ausbildung;1;Großstadt;6.5;1085
Sylvia;38;Mitte;Ausbildung;0;Großstadt;7.5;981
Johannes;30;Mitte;Ausbildung;0;Kleinstadt;8.5;826
Yasmin;65;Mitte;ohne;2;Ländlich;9.5;927
Heinfried;44;Mitte;Fachschulabschluss;0;Kleinstadt;10.0;1005
Linda;32;Mitte;Bachelor;0;Großstadt;8.5;1012
Ivonne;65;Mitte;Fachschulabschluss;1;Großstadt;8.5;1061
Mirja;65;Links;Ausbildung;0;Großstadt;7.0;674
Immo;68;Mitte;Ausbildung;0;Kleinstadt;8.0;1016
Hansjoachim;43;Mitte;Fachschulabschluss;0;Großstadt;9.0;970
Reni;43;Mitte;Fachschulabschluss;0;Großstadt;7.5;1001
Ioannis;20;Mitte;ohne;0;Großstadt;7.5;824
Jürgen;55;Rechts;Fachschulabschluss;0;Großstadt;8.5;874
Erica;75;Mitte;ohne;0;Großstadt;8.5;829
Irmi;69;Mitte;Ausbildung;1;Großstadt;7.5;1054
Rebecca;30;Mitte;Bachelor;0;Kleinstadt;7.5;883
Aneta;49;Rechts;Ausbildung;0;Kleinstadt;10.0;879
Astrid;21;Mitte;Fachschulabschluss;0;Großstadt;7.5;1007
Hannchen;65;Mitte;ohne;0;Großstadt;5.5;900
Sergej;59;Links;Fachschulabschluss;2;Vorort;7.0;1067
Ilija;41;Mitte;ohne;2;Großstadt;7.5;941
Gerold;31;Mitte;Ausbildung;0;Großstadt;7.0;977
Irene;79;Mitte;Ausbildung;0;Kleinstadt;8.0;1022
Viola;63;Links;Ausbildung;0;Großstadt;8.5;659
Ismet;58;Rechts;Fachschulabschluss;0;Großstadt;7.0;899
Margaretha;66;Mitte;Ausbildung;0;Kleinstadt;7.5;1026
Hans-Ulrich;25;Mitte;Diplom;1;Großstadt;8.5;930
Senol;71;Links;Ausbildung;0;Ländlich;9.5;839
Karl-Hans;67;Mitte;Diplom;0;Großstadt;9.5;1037
Antonios;76;Mitte;Fachschulabschluss;0;Großstadt;6.5;1037
Philip;53;Links;Fachschulabschluss;3;Großstadt;6.0;1106
Silva;34;Mitte;Promotion;3;Großstadt;7.0;1269
Ottomar;47;Mitte;Ausbildung;2;Großstadt;9.5;1062
Zdenka;76;Mitte;Fachschulabschluss;0;Großstadt;8.5;997
Inka;78;Mitte;ohne;3;Großstadt;5.5;1092
Petra;26;Mitte;Master;3;Großstadt;6.5;1259
Magnus;24;Links;Bachelor;0;Großstadt;7.5;601
Bertha;37;Mitte;Ausbildung;0;Kleinstadt;6.5;1059
Frank-Peter;49;Mitte;Ausbildung;0;Vorort;9.5;1003
Polina;26;Mitte;Diplom;1;Kleinstadt;7.5;1193
Tatjana;57;Links;ohne;2;Großstadt;6.5;675
Eva-Marie;21;Mitte;Ausbildung;3;Vorort;6.5;1240
Magret;47;Mitte;ohne;1;Vorort;7.0;962
Salvatore;55;Links;Diplom;2;Großstadt;7.5;1068
Karl Heinz;40;Mitte;Diplom;0;Kleinstadt;10.0;1080
Rebekka;69;Mitte;Ausbildung;0;Großstadt;7.5;971
Gabriele;57;Links;Ausbildung;2;Kleinstadt;7.5;841
Werner;33;Mitte;Ausbildung;0;Vorort;9.5;1003
Hertha;66;Rechts;Ausbildung;0;Großstadt;10.0;815
Domenico;56;Mitte;Fachschulabschluss;1;Kleinstadt;10.0;1078
Ilse;69;Mitte;Ausbildung;0;Kleinstadt;10.0;983
Bruno;51;Links;Ausbildung;0;Großstadt;8.5;668
Antonina;56;Links;Fachschulabschluss;0;Großstadt;8.5;681
Hermine;29;Links;Ausbildung;0;Ländlich;7.0;630
Ottfried;64;Mitte;Ausbildung;1;Kleinstadt;8.0;1096
Kurt;75;Mitte;Ausbildung;0;Kleinstadt;8.0;1028
Nico;21;Mitte;Ausbildung;0;Großstadt;6.5;809
Heike;45;Rechts;Ausbildung;0;Großstadt;10.0;815
Anica;57;Mitte;Ausbildung;1;Großstadt;8.5;1040
Burckhard;56;Mitte;Fachschulabschluss;3;Großstadt;7.0;1188
Beatrix;30;Mitte;Fachschulabschluss;1;Vorort;9.0;1094
Anneliese;68;Mitte;ohne;0;Kleinstadt;6.5;908
Nico;72;Mitte;Ausbildung;1;Großstadt;6.5;1086
Ingbert;24;Mitte;Ausbildung;0;Vorort;7.0;1039
Marit;26;Mitte;Ausbildung;2;Kleinstadt;9.0;1116
Peer;52;Links;Diplom;1;Großstadt;9.0;804
Horst-Peter;41;Links;Ausbildung;1;Großstadt;7.5;746
Yvette;31;Links;Ausbildung;0;Großstadt;7.0;876
Andrey;75;Mitte;Ausbildung;0;Großstadt;9.0;945
Ekrem;47;Links;ohne;1;Großstadt;7.0;604
Anett;37;Links;Fachschulabschluss;0;Vorort;8.0;933
Eleni;37;Rechts;ohne;1;Großstadt;6.5;824
Gotthold;42;Links;ohne;3;Kleinstadt;6.5;801
Hildegart;58;Mitte;Ausbildung;3;Großstadt;8.0;1160
Denny;51;Mitte;Ausbildung;1;Vorort;9.5;1082
Ludger;53;Mitte;Diplom;0;Kleinstadt;9.0;1088
Detlef;31;Rechts;Ausbildung;0;Kleinstadt;9.5;902
Lili;53;Rechts;ohne;0;Großstadt;5.5;777
Pero;56;Rechts;Diplom;1;Großstadt;8.5;1022
Yasmin;36;Links;Ausbildung;0;Kleinstadt;8.5;914
Bogdan;41;Links;Diplom;2;Großstadt;5.5;931
Veli;71;Mitte;Ausbildung;0;Großstadt;6.5;1020
Cathleen;25;Mitte;Ausbildung;0;Großstadt;9.0;746
Antonia;50;Mitte;Ausbildung;3;Großstadt;9.0;1133
Danny;78;Mitte;Ausbildung;0;Großstadt;9.0;945
Britt;55;Mitte;Ausbildung;1;Großstadt;7.5;1054
Susana;48;Mitte;Ausbildung;2;Großstadt;10.0;1050
Elisabeth;78;Mitte;Ausbildung;0;Kleinstadt;7.0;1036
Marga;23;Links;Ausbildung;0;Kleinstadt;7.5;608
Tomas;70;Mitte;Ausbildung;1;Vorort;9.0;1076
Vittorio;48;Links;Ausbildung;2;Großstadt;7.5;792
Irena;28;Links;Bachelor;2;Großstadt;7.0;1028
Anna-Lena;57;Mitte;Diplom;2;Kleinstadt;8.5;1221
Mathilde;57;Mitte;Diplom;0;Großstadt;8.0;1047
Lissy;75;Rechts;Ausbildung;0;Großstadt;8.0;862
Sandro;54;Mitte;Ausbildung;1;Großstadt;9.5;1021
Claire;42;Rechts;Fachschulabschluss;1;Großstadt;7.5;971
Abraham;34;Mitte;Ausbildung;0;Großstadt;9.5;946
Lisette;74;Mitte;Fachschulabschluss;0;Vorort;8.5;1038
Danuta;42;Mitte;Ausbildung;0;Großstadt;6.5;1009
Harald;42;Mitte;Diplom;0;Ländlich;10.0;1016
Diedrich;70;Mitte;Ausbildung;0;Kleinstadt;6.5;1066
Melita;75;Mitte;Fachschulabschluss;3;Kleinstadt;8.0;1219
Zeki;50;Mitte;Diplom;0;Großstadt;8.0;1054
Björn;33;Links;Ausbildung;0;Ländlich;7.0;872
Theresia;21;Mitte;Ausbildung;1;Großstadt;5.0;923
Bekir;28;Mitte;ohne;0;Ländlich;9.0;799
Marlis;35;Mitte;Master;0;Kleinstadt;9.0;1061
Irma;28;Mitte;Ausbildung;3;Großstadt;7.5;1154
Norman;32;Links;Ausbildung;1;Großstadt;5.5;1004
Gerd;59;Links;ohne;1;Ländlich;9.0;763
Beate;61;Mitte;Ausbildung;0;Großstadt;7.5;982
Türkan;40;Mitte;Bachelor;0;Großstadt;7.0;1022
Stefani;24;Rechts;Master;0;Kleinstadt;8.5;776
Mustafa;29;Links;Ausbildung;2;Großstadt;6.0;1017
Hans-Dieter;70;Links;Ausbildung;0;Vorort;10.0;671
Leopold;70;Links;Fachschulabschluss;3;Großstadt;7.5;1064
Hanspeter;71;Mitte;Diplom;0;Kleinstadt;10.0;1067
Florentine;47;Links;Ausbildung;0;Großstadt;7.5;863
Gert;73;Mitte;Fachschulabschluss;2;Großstadt;7.0;1118
Arnim;55;Mitte;Diplom;0;Großstadt;9.0;1036
Philippe;44;Mitte;Diplom;1;Vorort;9.0;1157
Barbara;49;Rechts;Diplom;0;Kleinstadt;8.0;987
Iwona;40;Mitte;Diplom;1;Großstadt;8.5;1137
Phillip;53;Links;Ausbildung;1;Kleinstadt;7.5;1002
Natascha;64;Links;ohne;2;Großstadt;6.5;880
Lidija;78;Mitte;Ausbildung;2;Kleinstadt;8.5;1141
Gerta;56;Mitte;Diplom;2;Ländlich;7.5;1174
Wolfgang;61;Mitte;Ausbildung;2;Großstadt;6.0;1122
Markus;48;Mitte;Diplom;0;Kleinstadt;8.0;1101
Franz-Peter;43;Mitte;Ausbildung;0;Ländlich;10.0;926
Franka;48;Mitte;Ausbildung;1;Vorort;10.0;1060
Petar;68;Mitte;Ausbildung;0;Großstadt;8.0;968
Leszek;30;Mitte;Ausbildung;1;Großstadt;7.5;1056
Gisa;76;Mitte;Fachschulabschluss;2;Großstadt;7.0;1113
Magda;37;Mitte;Ausbildung;0;Großstadt;9.0;939
Burckhard;32;Mitte;Bachelor;0;Kleinstadt;9.5;1052
Enrico;68;Mitte;Fachschulabschluss;0;Kleinstadt;8.0;1043
Hasan;59;Mitte;ohne;3;Vorort;6.0;1096
Rupert;24;Rechts;ohne;0;Großstadt;9.5;628
Constantin;20;Mitte;ohne;0;Großstadt;6.0;665
Sonia;46;Mitte;ohne;0;Kleinstadt;10.0;834
Birger;65;Mitte;ohne;0;Ländlich;10.0;771
Ilhan;23;Mitte;Ausbildung;1;Vorort;10.5;1056
Rebekka;34;Links;Fachschulabschluss;0;Großstadt;8.0;684
Pedro;43;Mitte;Fachschulabschluss;2;Kleinstadt;8.0;1167
Timo;23;Mitte;ohne;0;Vorort;8.5;879
Niels;41;Links;Ausbildung;1;Großstadt;8.0;930
Walfried;60;Links;Diplom;1;Großstadt;8.5;824
Franz Josef;73;Mitte;Diplom;0;Großstadt;7.5;1069
Amelie;51;Rechts;Fachschulabschluss;0;Kleinstadt;7.5;951
Arif;34;Mitte;Diplom;0;Großstadt;7.0;1077
Gerdi;31;Mitte;Ausbildung;2;Großstadt;6.0;1130
Viola;21;Mitte;Fachschulabschluss;0;Großstadt;9.0;973
Hans-Hermann;41;Rechts;Ausbildung;0;Kleinstadt;9.0;901
Semra;60;Mitte;Ausbildung;0;Kleinstadt;8.5;1015
Ricarda;47;Mitte;Diplom;0;Großstadt;8.0;1049
Verena;67;Mitte;ohne;0;Großstadt;10.0;783
Kirsten;51;Mitte;Fachschulabschluss;1;Großstadt;8.5;1072
Stjepan;77;Mitte;Ausbildung;2;Kleinstadt;8.0;1138
Klaus;56;Mitte;Ausbildung;0;Ländlich;8.0;961
Hanspeter;50;Mitte;Ausbildung;0;Kleinstadt;8.5;1020
Guenther;20;Mitte;Ausbildung;0;Großstadt;8.0;971
Karl-Jürgen;46;Mitte;Ausbildung;2;Kleinstadt;8.5;1138
Mehdi;70;Mitte;Promotion;0;Großstadt;6.5;1131
Marlies;62;Mitte;Fachschulabschluss;0;Kleinstadt;9.0;1025
Traude;44;Mitte;ohne;0;Ländlich;10.0;778
Hanspeter;59;Mitte;Diplom;1;Großstadt;8.0;1126
Petros;68;Mitte;Promotion;0;Großstadt;6.5;1137
Hans-Karl;42;Links;Fachschulabschluss;1;Großstadt;6.5;801
Sören;56;Mitte;ohne;0;Großstadt;7.0;837
Margita;71;Mitte;Ausbildung;2;Großstadt;8.5;1085
Hermann-Josef;63;Links;Fachschulabschluss;3;Vorort;6.5;1151
Albin;59;Links;Ausbildung;0;Großstadt;7.5;677
Tülay;35;Links;Ausbildung;1;Kleinstadt;8.0;795
Christoph;70;Mitte;Ausbildung;2;Großstadt;6.5;1131
Katja;78;Mitte;Ausbildung;0;Großstadt;7.0;981
Marvin;27;Mitte;Fachschulabschluss;2;Großstadt;6.5;1160
Siegfried;41;Links;ohne;2;Großstadt;8.5;629
Ann-Kathrin;76;Mitte;Ausbildung;0;Großstadt;7.0;974
Oxana;36;Links;Fachschulabschluss;0;Großstadt;9.5;855
Lorenzo;24;Mitte;Bachelor;0;Großstadt;7.5;1016
Gilbert;25;Links;Master;0;Großstadt;5.5;1008
Woldemar;20;Links;Ausbildung;1;Vorort;9.0;968
Dorothee;67;Mitte;Ausbildung;0;Kleinstadt;10.0;984
Susanna;24;Mitte;ohne;2;Großstadt;9.5;727
Jiri;42;Mitte;Ausbildung;0;Großstadt;6.0;1021
Geraldine;32;Rechts;ohne;0;Großstadt;4.5;828
Leyla;62;Links;ohne;2;Großstadt;7.5;846
Sibylle;51;Links;Ausbildung;2;Großstadt;5.5;1058
Zdenka;55;Mitte;Ausbildung;0;Kleinstadt;8.5;1025
Abdullah;76;Mitte;Ausbildung;2;Großstadt;8.5;1082
Mohamed;44;Mitte;Diplom;2;Kleinstadt;7.5;1241
Robert;53;Mitte;ohne;0;Großstadt;9.0;795
Istvan;39;Mitte;Ausbildung;0;Großstadt;8.0;963
Lotte;23;Mitte;ohne;0;Kleinstadt;6.5;724
Dorothea;74;Mitte;Ausbildung;0;Kleinstadt;10.0;978
Anne-Marie;69;Mitte;Ausbildung;2;Großstadt;7.0;1094
Hermine;31;Mitte;ohne;2;Ländlich;9.0;909
Inga;57;Rechts;Ausbildung;0;Großstadt;8.5;865
Silvana;46;Rechts;Ausbildung;1;Großstadt;6.5;980
Steffi;76;Mitte;ohne;2;Großstadt;6.5;976
Helmar;74;Mitte;Ausbildung;1;Kleinstadt;10.5;1047
Elisabet;40;Mitte;Fachschulabschluss;0;Großstadt;5.5;1072
Elsbeth;75;Rechts;Promotion;0;Großstadt;9.5;950
Cora;49;Links;Diplom;0;Großstadt;8.0;732
Folkert;76;Mitte;Ausbildung;3;Großstadt;7.5;1157
Franca;67;Links;Ausbildung;0;Vorort;9.5;893
Diethelm;40;Rechts;Diplom;0;Großstadt;7.5;952
Miroslaw;36;Mitte;Ausbildung;0;Kleinstadt;10.5;982
Recep;42;Mitte;Bachelor;0;Kleinstadt;6.5;1110
Kornelius;20;Mitte;Fachschulabschluss;0;Großstadt;9.0;766
Veli;29;Mitte;Ausbildung;0;Kleinstadt;10.5;773
Yilmaz;26;Mitte;Ausbildung;1;Großstadt;9.0;827
Henry;70;Mitte;Fachschulabschluss;1;Kleinstadt;7.5;1134
Friedlinde;70;Rechts;Ausbildung;2;Großstadt;4.5;1097
Toralf;22;Rechts;Ausbildung;0;Großstadt;10.0;809
Ingelore;50;Mitte;Ausbildung;1;Großstadt;5.0;1120
Jolanta;20;Links;ohne;3;Großstadt;9.0;601
Falko;40;Links;Ausbildung;1;Großstadt;8.0;934
Gerlind;72;Mitte;Fachschulabschluss;0;Großstadt;7.0;1008
Henrike;70;Mitte;Ausbildung;0;Ländlich;8.5;967
Ewald;63;Mitte;Diplom;0;Großstadt;10.5;1017
Linda;60;Rechts;Fachschulabschluss;0;Großstadt;7.0;889
Diana;76;Mitte;ohne;1;Vorort;8.5;944
Hans-Wolfgang;45;Mitte;Ausbildung;2;Vorort;7.5;1146
Loni;56;Mitte;Diplom;0;Vorort;9.0;1083
Cindy;68;Mitte;Ausbildung;0;Kleinstadt;9.5;994
Raisa;77;Links;Ausbildung;1;Großstadt;9.0;714
Sieghard;56;Links;Ausbildung;1;Großstadt;6.5;781
Wolf;37;Mitte;ohne;0;Kleinstadt;8.0;858
Knud;63;Mitte;Ausbildung;1;Ländlich;10.5;997
Sylvana;54;Mitte;Ausbildung;0;Großstadt;6.5;1011
Gerhart;44;Mitte;ohne;1;Großstadt;5.0;967
Antje;59;Rechts;Ausbildung;0;Kleinstadt;9.5;881
Melitta;45;Links;Diplom;3;Kleinstadt;7.0;1196
Karl-Heinz;34;Rechts;Diplom;0;Kleinstadt;7.5;1012
Birgit;38;Mitte;Diplom;0;Großstadt;10.0;1017
Ilonka;61;Mitte;Ausbildung;2;Kleinstadt;8.5;1145
Aloisia;57;Mitte;Ausbildung;1;Großstadt;10.5;997
Wilma;62;Links;Ausbildung;1;Kleinstadt;7.5;802
Monika;32;Rechts;Diplom;0;Großstadt;7.5;952
Tomislav;26;Mitte;Ausbildung;1;Großstadt;7.0;1052
Stefanie;78;Mitte;Ausbildung;0;Großstadt;9.0;947
Karlheinz;29;Links;Bachelor;2;Kleinstadt;8.5;1074
Frank;22;Links;Master;0;Großstadt;8.0;927
Ilja;45;Rechts;Ausbildung;0;Großstadt;8.5;858
Betti;37;Mitte;Ausbildung;0;Kleinstadt;9.0;1004
Sergio;47;Mitte;ohne;0;Ländlich;9.5;795
Liane;60;Mitte;Ausbildung;0;Vorort;11.0;949
Sylvio;38;Links;Ausbildung;1;Kleinstadt;8.0;793
Heinz-Walter;32;Mitte;Ausbildung;0;Großstadt;9.5;948
Dana;67;Rechts;Ausbildung;0;Kleinstadt;11.0;839
Franca;45;Mitte;Diplom;3;Großstadt;5.5;1310
Hans-Wilhelm;51;Mitte;Ausbildung;0;Großstadt;10.5;919
Veit;39;Rechts;ohne;0;Kleinstadt;9.0;728
Lidija;23;Rechts;Diplom;0;Kleinstadt;6.5;1042
Uli;67;Links;Diplom;1;Großstadt;8.0;1017
Hanife;26;Mitte;Ausbildung;3;Kleinstadt;6.0;1245
Maurizio;69;Mitte;Ausbildung;1;Großstadt;8.0;1045
Carolina;63;Mitte;Ausbildung;0;Kleinstadt;7.5;1032
Annette;65;Rechts;Ausbildung;1;Großstadt;5.5;1010
Valerij;62;Mitte;ohne;0;Großstadt;7.0;824
Klaus-Jürgen;43;Mitte;ohne;0;Großstadt;7.0;822
Niko;75;Mitte;ohne;0;Kleinstadt;8.0;868
Raymund;54;Mitte;Fachschulabschluss;0;Vorort;8.0;1045
Friedericke;49;Links;Ausbildung;2;Großstadt;7.5;992
Klemens;22;Mitte;ohne;2;Kleinstadt;5.5;1068
Anne-Marie;39;Mitte;Ausbildung;0;Kleinstadt;10.0;975
Waltrud;31;Mitte;ohne;0;Kleinstadt;8.5;867
Kriemhild;66;Links;Ausbildung;1;Vorort;6.0;1033
Alicja;59;Mitte;Ausbildung;0;Kleinstadt;8.5;1027
